CryoSleep,Destination,Age,Spa,Transported,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars
False,TRAPPIST-1e,0.5316455696202531,0.0,False,False,False,True
True,TRAPPIST-1e,0.02531645569620253,0.0,True,False,False,True
False,TRAPPIST-1e,0.10126582278481013,0.0,True,False,False,True
False,TRAPPIST-1e,0.3037974683544304,0.0,True,True,False,False
True,TRAPPIST-1e,0.5063291139240507,0.0,True,False,True,False
False,TRAPPIST-1e,0.5443037974683544,0.028471974294894682,False,True,False,False
True,PSO J318.5-22,0.569620253164557,0.0,True,False,False,True
True,TRAPPIST-1e,0.4430379746835443,0.0,True,True,False,False
True,TRAPPIST-1e,0.3291139240506329,0.0,True,True,False,False
False,TRAPPIST-1e,0.34177215189873417,0.008389860764012854,False,True,False,False
False,TRAPPIST-1e,0.24050632911392406,4.4626918957515175e-05,False,True,False,False
True,TRAPPIST-1e,0.0,0.0,True,True,False,False
True,TRAPPIST-1e,0.0379746835443038,0.0,True,True,False,False
False,TRAPPIST-1e,0.6835443037974683,0.00013388075687254553,False,False,True,False
False,TRAPPIST-1e,0.3291139240506329,0.0014280614066404856,False,True,False,False
False,TRAPPIST-1e,0.3291139240506329,0.0,True,True,False,False
False,PSO J318.5-22,0.2911392405063291,0.0016511960014280614,False,True,False,False
False,TRAPPIST-1e,0.02531645569620253,0.0,True,True,False,False
True,TRAPPIST-1e,0.3924050632911392,0.0,True,False,False,True
False,TRAPPIST-1e,0.22784810126582278,0.037040342734737594,False,True,False,False
False,TRAPPIST-1e,0.3037974683544304,0.0,True,True,False,False
True,55 Cancri e,0.11392405063291139,0.0,True,True,False,False
True,TRAPPIST-1e,0.0759493670886076,0.0,False,True,False,False
False,TRAPPIST-1e,0.34177215189873417,8.925383791503035e-05,False,True,False,False
False,TRAPPIST-1e,0.26582278481012656,0.0,False,False,False,True
True,TRAPPIST-1e,0.2911392405063291,0.0,False,True,False,False
False,TRAPPIST-1e,0.3924050632911392,0.0,False,True,False,False
False,TRAPPIST-1e,0.0,0.0,True,True,False,False
False,TRAPPIST-1e,0.4050632911392405,0.1753391645840771,False,False,True,False
False,TRAPPIST-1e,0.5063291139240507,0.0,False,False,True,False
False,TRAPPIST-1e,0.5316455696202531,0.08336308461263835,True,False,True,False
True,TRAPPIST-1e,0.35443037974683544,0.0,True,False,True,False
True,TRAPPIST-1e,0.3670886075949367,0.0,True,False,True,False
False,55 Cancri e,0.6075949367088608,0.000758657622277758,True,False,True,False
False,TRAPPIST-1e,0.810126582278481,0.0,True,True,False,False
False,TRAPPIST-1e,0.34177215189873417,0.010621206711888612,False,True,False,False
False,TRAPPIST-1e,0.3291139240506329,0.0,True,False,False,True
False,TRAPPIST-1e,0.4177215189873418,0.0005355230274901821,True,False,True,False
False,TRAPPIST-1e,0.49367088607594933,0.002900749732238486,False,True,False,False
True,TRAPPIST-1e,0.16455696202531644,0.0,True,False,True,False
True,TRAPPIST-1e,0.3037974683544304,0.0,True,False,False,True
False,TRAPPIST-1e,0.3670886075949367,0.03119421635130311,False,True,False,False
False,TRAPPIST-1e,0.22784810126582278,0.0,False,True,False,False
True,TRAPPIST-1e,0.8481012658227848,0.0,True,False,False,True
False,TRAPPIST-1e,0.4430379746835443,0.0,False,False,False,True
False,TRAPPIST-1e,0.7721518987341772,0.014102106390574796,False,False,False,True
False,TRAPPIST-1e,0.569620253164557,0.0,False,False,False,True
True,PSO J318.5-22,0.27848101265822783,0.0,True,True,False,False
True,TRAPPIST-1e,0.24050632911392406,0.0,True,False,False,True
False,TRAPPIST-1e,0.45569620253164556,0.0,False,False,False,True
False,TRAPPIST-1e,0.24050632911392406,0.0,True,True,False,False
False,PSO J318.5-22,0.5949367088607594,0.0011156729739378794,False,True,False,False
True,TRAPPIST-1e,0.16455696202531644,0.0,True,True,False,False
False,TRAPPIST-1e,0.43037974683544306,0.02516958229203856,False,True,False,False
True,55 Cancri e,0.4430379746835443,0.0,True,False,True,False
True,TRAPPIST-1e,0.3037974683544304,0.0,True,True,False,False
False,TRAPPIST-1e,0.3291139240506329,0.0,False,True,False,False
False,TRAPPIST-1e,0.3924050632911392,0.0,False,False,False,True
False,TRAPPIST-1e,0.25316455696202533,0.0,True,True,False,False
False,TRAPPIST-1e,0.7088607594936709,0.0,False,True,False,False
True,TRAPPIST-1e,0.6329113924050633,0.0,True,True,False,False
False,TRAPPIST-1e,0.5316455696202531,0.0,False,False,False,True
True,55 Cancri e,0.34177215189873417,0.0,True,True,False,False
True,55 Cancri e,0.4810126582278481,0.0,False,True,False,False
False,TRAPPIST-1e,0.5189873417721519,0.0,False,True,False,False
False,TRAPPIST-1e,0.27848101265822783,0.0,False,True,False,False
True,TRAPPIST-1e,0.3291139240506329,0.0,True,False,True,False
True,TRAPPIST-1e,0.21518987341772153,0.0,True,False,True,False
False,TRAPPIST-1e,0.7215189873417721,0.0,True,True,False,False
True,PSO J318.5-22,0.21518987341772153,0.0,False,True,False,False
True,TRAPPIST-1e,0.4430379746835443,0.0,True,False,False,True
True,TRAPPIST-1e,0.16455696202531644,0.0,True,False,False,True
False,TRAPPIST-1e,0.34177215189873417,0.0009817922170653338,False,False,False,True
True,TRAPPIST-1e,0.3924050632911392,0.0,False,True,False,False
False,TRAPPIST-1e,0.3037974683544304,0.009862549089610853,False,True,False,False
True,PSO J318.5-22,0.24050632911392406,0.0,True,True,False,False
True,TRAPPIST-1e,0.4050632911392405,0.0,True,True,False,False
False,TRAPPIST-1e,0.7341772151898734,0.00022313459478757588,True,True,False,False
False,55 Cancri e,0.26582278481012656,0.005132095680114245,False,True,False,False
False,TRAPPIST-1e,0.4810126582278481,0.6680649767940021,False,False,True,False
False,TRAPPIST-1e,0.4810126582278481,0.0012495537308104248,False,False,False,True
False,TRAPPIST-1e,0.24050632911392406,8.925383791503035e-05,True,True,False,False
False,TRAPPIST-1e,0.0,0.0,False,True,False,False
False,TRAPPIST-1e,0.0379746835443038,0.0,True,True,False,False
False,TRAPPIST-1e,0.25316455696202533,0.013343448768297038,False,True,False,False
True,TRAPPIST-1e,0.3037974683544304,0.0,True,False,True,False
False,TRAPPIST-1e,0.46835443037974683,0.0,True,True,False,False
False,TRAPPIST-1e,0.31645569620253167,0.0,False,True,False,False
True,TRAPPIST-1e,0.7088607594936709,0.0,True,True,False,False
False,55 Cancri e,0.620253164556962,0.009014637629418065,False,True,False,False
True,55 Cancri e,0.13924050632911392,0.0,False,True,False,False
True,TRAPPIST-1e,0.012658227848101266,0.0,True,True,False,False
False,TRAPPIST-1e,0.10126582278481013,0.0,False,True,False,False
False,TRAPPIST-1e,0.49367088607594933,0.04007497322384863,False,True,False,False
True,TRAPPIST-1e,0.02531645569620253,0.0,True,False,False,True
False,TRAPPIST-1e,0.2911392405063291,0.047840057122456266,False,False,False,True
False,TRAPPIST-1e,0.0,0.0,True,False,False,True
False,TRAPPIST-1e,0.49367088607594933,0.0,True,False,False,True
False,PSO J318.5-22,0.31645569620253167,0.0,False,False,False,True
False,TRAPPIST-1e,0.45569620253164556,0.03547840057122456,False,False,True,False
False,PSO J318.5-22,0.6582278481012658,0.0,True,True,False,False
True,TRAPPIST-1e,0.22784810126582278,0.0,False,True,False,False
True,TRAPPIST-1e,0.18987341772151897,0.0,True,True,False,False
True,TRAPPIST-1e,0.4430379746835443,0.0,True,False,True,False
True,TRAPPIST-1e,0.5949367088607594,0.0,True,False,True,False
True,55 Cancri e,0.569620253164557,0.0,True,False,True,False
False,55 Cancri e,0.34177215189873417,0.03918243484469833,True,False,True,False
True,TRAPPIST-1e,0.6455696202531646,0.0,True,False,True,False
False,TRAPPIST-1e,0.3670886075949367,0.0,False,True,False,False
False,55 Cancri e,0.34177215189873417,0.05020528382720457,True,False,True,False
True,PSO J318.5-22,0.24050632911392406,0.0,False,True,False,False
True,55 Cancri e,0.3037974683544304,0.0,True,True,False,False
False,TRAPPIST-1e,0.3670886075949367,0.0,True,False,False,True
True,TRAPPIST-1e,0.13924050632911392,0.0,True,False,False,True
False,TRAPPIST-1e,0.21518987341772153,0.008122099250267762,False,False,False,True
False,TRAPPIST-1e,0.16455696202531644,0.002275972866833274,False,True,False,False
False,TRAPPIST-1e,0.4430379746835443,0.00044626918957515175,False,True,False,False
False,TRAPPIST-1e,0.26582278481012656,0.0,False,True,False,False
False,55 Cancri e,0.26582278481012656,0.0,False,True,False,False
False,TRAPPIST-1e,0.4810126582278481,0.0012049268118529098,False,True,False,False
True,TRAPPIST-1e,0.24050632911392406,0.0,True,True,False,False
True,TRAPPIST-1e,0.02531645569620253,0.0,True,True,False,False
False,TRAPPIST-1e,0.0,0.0,True,True,False,False
True,TRAPPIST-1e,0.16455696202531644,0.0,False,True,False,False
False,TRAPPIST-1e,0.31645569620253167,0.0,False,True,False,False
False,TRAPPIST-1e,0.20253164556962025,0.0,False,True,False,False
False,55 Cancri e,0.012658227848101266,0.0,False,True,False,False
True,TRAPPIST-1e,0.18987341772151897,0.0,True,True,False,False
False,55 Cancri e,0.26582278481012656,0.0,False,False,False,True
False,TRAPPIST-1e,0.2911392405063291,8.925383791503035e-05,False,False,False,True
False,TRAPPIST-1e,0.4177215189873418,4.4626918957515175e-05,False,False,False,True
True,TRAPPIST-1e,0.26582278481012656,0.0,True,False,False,True
False,TRAPPIST-1e,0.5189873417721519,0.0019189575151731526,False,False,False,True
False,TRAPPIST-1e,0.20253164556962025,0.010442699036058552,False,False,False,True
True,TRAPPIST-1e,0.5316455696202531,0.0,False,False,False,True
False,TRAPPIST-1e,0.25316455696202533,0.0004908961085326669,False,False,False,True
True,TRAPPIST-1e,0.3037974683544304,0.0,True,False,False,True
True,TRAPPIST-1e,0.20253164556962025,0.0,True,False,False,True
False,TRAPPIST-1e,0.26582278481012656,0.0,False,True,False,False
False,TRAPPIST-1e,0.4050632911392405,0.0729203855765798,False,False,False,True
True,PSO J318.5-22,0.7341772151898734,0.0,True,True,False,False
False,TRAPPIST-1e,0.3037974683544304,0.03181899321670832,False,True,False,False
False,TRAPPIST-1e,0.37974683544303794,0.07675830060692611,False,False,False,True
True,PSO J318.5-22,0.34177215189873417,0.0,False,True,False,False
False,TRAPPIST-1e,0.4050632911392405,0.06417350946090682,False,False,False,True
False,TRAPPIST-1e,0.5443037974683544,0.0,False,True,False,False
True,TRAPPIST-1e,0.5316455696202531,0.0,True,False,True,False
False,TRAPPIST-1e,0.46835443037974683,0.004105676544091396,False,False,False,True
True,TRAPPIST-1e,0.4430379746835443,0.0,True,False,False,True
False,55 Cancri e,0.4177215189873418,0.21474473402356303,False,False,True,False
False,TRAPPIST-1e,0.22784810126582278,0.012629418064976795,False,True,False,False
True,TRAPPIST-1e,0.26582278481012656,0.0,False,True,False,False
True,TRAPPIST-1e,0.5443037974683544,0.0,True,False,False,True
True,55 Cancri e,0.17721518987341772,0.0,True,False,False,True
False,55 Cancri e,0.5822784810126582,0.0,True,False,True,False
False,TRAPPIST-1e,0.4177215189873418,0.026062120671188863,False,False,True,False
False,TRAPPIST-1e,0.26582278481012656,0.0012049268118529098,False,False,False,True
False,TRAPPIST-1e,0.4177215189873418,0.3846840414137808,False,False,True,False
True,PSO J318.5-22,0.5949367088607594,0.0,False,True,False,False
True,55 Cancri e,0.6835443037974683,0.0,True,True,False,False
False,TRAPPIST-1e,0.37974683544303794,0.0,False,True,False,False
False,TRAPPIST-1e,0.3670886075949367,0.0,False,True,False,False
False,TRAPPIST-1e,0.26582278481012656,8.925383791503035e-05,True,True,False,False
True,TRAPPIST-1e,0.3037974683544304,0.0,True,False,True,False
False,55 Cancri e,0.26582278481012656,0.0,False,False,False,True
True,TRAPPIST-1e,0.7594936708860759,0.0,True,False,False,True
False,TRAPPIST-1e,0.27848101265822783,0.013343448768297038,False,True,False,False
False,TRAPPIST-1e,0.3291139240506329,0.043779007497322386,False,False,True,False
False,TRAPPIST-1e,0.3291139240506329,0.0,False,True,False,False
True,TRAPPIST-1e,0.35443037974683544,0.0,True,True,False,False
True,TRAPPIST-1e,0.49367088607594933,0.0,True,False,True,False
False,TRAPPIST-1e,0.16455696202531644,0.03364869689396644,False,True,False,False
False,55 Cancri e,0.5949367088607594,0.0,True,True,False,False
False,TRAPPIST-1e,0.7974683544303798,0.0,False,True,False,False
True,55 Cancri e,0.34177215189873417,0.0,True,False,True,False
False,55 Cancri e,0.6329113924050633,0.002365226704748304,True,True,False,False
False,TRAPPIST-1e,0.4430379746835443,0.039628704034273474,False,True,False,False
False,TRAPPIST-1e,0.569620253164557,0.0006247768654052124,False,True,False,False
False,TRAPPIST-1e,0.24050632911392406,0.0,True,True,False,False
False,TRAPPIST-1e,0.26582278481012656,0.0,True,True,False,False
True,PSO J318.5-22,0.3670886075949367,0.0,True,True,False,False
False,TRAPPIST-1e,0.27848101265822783,0.0,True,True,False,False
True,TRAPPIST-1e,0.17721518987341772,0.0,True,False,True,False
True,55 Cancri e,0.5316455696202531,0.0,True,False,True,False
False,55 Cancri e,0.7215189873417721,0.007229560871117458,False,True,False,False
True,55 Cancri e,0.49367088607594933,0.0,True,False,True,False
False,TRAPPIST-1e,0.35443037974683544,0.00026776151374509105,False,False,True,False
False,55 Cancri e,0.24050632911392406,0.0,False,True,False,False
True,55 Cancri e,0.24050632911392406,0.0,True,False,True,False
False,55 Cancri e,0.3291139240506329,0.05163334523384506,True,False,True,False
True,TRAPPIST-1e,0.21518987341772153,0.0,True,False,True,False
False,TRAPPIST-1e,0.5443037974683544,0.0,True,False,True,False
False,55 Cancri e,0.11392405063291139,0.0,True,False,True,False
False,TRAPPIST-1e,0.5063291139240507,0.04864334166369154,True,False,True,False
True,TRAPPIST-1e,0.6329113924050633,0.0,True,False,True,False
False,TRAPPIST-1e,0.3037974683544304,0.000758657622277758,True,True,False,False
True,55 Cancri e,0.7215189873417721,0.0,True,False,True,False
True,TRAPPIST-1e,0.20253164556962025,0.0,False,True,False,False
False,TRAPPIST-1e,0.2911392405063291,0.0,False,True,False,False
True,TRAPPIST-1e,0.2911392405063291,0.0,True,True,False,False
False,TRAPPIST-1e,0.35443037974683544,0.0826044269903606,False,False,True,False
False,55 Cancri e,0.2911392405063291,0.0008925383791503035,False,False,True,False
False,TRAPPIST-1e,0.2911392405063291,4.4626918957515175e-05,False,True,False,False
False,TRAPPIST-1e,0.22784810126582278,0.0,True,True,False,False
False,TRAPPIST-1e,0.22784810126582278,0.00026776151374509105,False,True,False,False
False,TRAPPIST-1e,0.8481012658227848,0.19975008925383791,False,False,True,False
False,PSO J318.5-22,0.7594936708860759,0.0,True,True,False,False
True,55 Cancri e,0.34177215189873417,0.0,True,True,False,False
False,55 Cancri e,0.620253164556962,0.014191360228489826,True,True,False,False
False,55 Cancri e,0.0,0.0,True,True,False,False
False,55 Cancri e,0.3291139240506329,0.0,False,True,False,False
True,PSO J318.5-22,0.4430379746835443,0.0,True,True,False,False
False,TRAPPIST-1e,0.3037974683544304,0.00758657622277758,True,False,True,False
True,TRAPPIST-1e,0.25316455696202533,0.0,True,False,True,False
False,TRAPPIST-1e,0.22784810126582278,0.0,False,True,False,False
False,TRAPPIST-1e,0.26582278481012656,0.0,False,True,False,False
False,TRAPPIST-1e,0.7468354430379747,0.0,False,True,False,False
True,PSO J318.5-22,0.16455696202531644,0.0,False,True,False,False
True,55 Cancri e,0.5443037974683544,0.0,False,True,False,False
True,TRAPPIST-1e,0.3670886075949367,0.0,False,True,False,False
False,TRAPPIST-1e,0.24050632911392406,0.0,True,True,False,False
False,TRAPPIST-1e,0.02531645569620253,0.0,True,False,True,False
False,TRAPPIST-1e,0.4050632911392405,0.002052838272045698,True,False,True,False
False,TRAPPIST-1e,0.4177215189873418,0.006604784005712246,False,False,True,False
False,TRAPPIST-1e,0.31645569620253167,0.0,False,True,False,False
True,55 Cancri e,0.3670886075949367,0.0,True,False,False,True
False,TRAPPIST-1e,0.3670886075949367,0.0658693323812924,False,False,False,True
False,TRAPPIST-1e,0.5569620253164557,0.0,False,True,False,False
True,55 Cancri e,0.02531645569620253,0.0,True,False,False,True
False,TRAPPIST-1e,0.24050632911392406,0.00013388075687254553,True,False,False,True
False,55 Cancri e,0.0,0.0,True,False,False,True
True,TRAPPIST-1e,0.22784810126582278,0.0,True,True,False,False
True,55 Cancri e,0.4810126582278481,0.0,True,False,True,False
True,PSO J318.5-22,0.06329113924050633,0.0,False,True,False,False
False,PSO J318.5-22,0.3924050632911392,0.012227775794359158,False,True,False,False
True,TRAPPIST-1e,0.37974683544303794,0.0,False,False,False,True
True,55 Cancri e,0.18987341772151897,0.0,True,True,False,False
False,TRAPPIST-1e,0.34177215189873417,0.0,False,False,False,True
False,TRAPPIST-1e,0.27848101265822783,0.00013388075687254553,True,False,False,True
False,TRAPPIST-1e,0.45569620253164556,0.0,True,False,False,True
True,PSO J318.5-22,0.17721518987341772,0.0,True,True,False,False
False,TRAPPIST-1e,0.2911392405063291,0.0,False,False,False,True
True,TRAPPIST-1e,0.22784810126582278,0.0,True,True,False,False
True,55 Cancri e,0.45569620253164556,0.0,True,False,True,False
False,TRAPPIST-1e,0.5189873417721519,0.005533737950731882,False,True,False,False
True,TRAPPIST-1e,0.6329113924050633,0.0,True,True,False,False
True,PSO J318.5-22,0.4050632911392405,0.0,True,True,False,False
False,PSO J318.5-22,0.3291139240506329,0.0,False,True,False,False
False,TRAPPIST-1e,0.18987341772151897,0.0,False,True,False,False
False,55 Cancri e,0.4177215189873418,0.01249553730810425,True,True,False,False
False,55 Cancri e,0.34177215189873417,0.030569439485897895,False,True,False,False
False,TRAPPIST-1e,0.3291139240506329,0.0006694037843627276,False,False,False,True
True,TRAPPIST-1e,0.7721518987341772,0.0,True,False,False,True
False,TRAPPIST-1e,0.3037974683544304,0.007898964655480185,True,True,False,False
False,TRAPPIST-1e,0.37974683544303794,0.019680471260264194,False,True,False,False
True,TRAPPIST-1e,0.3037974683544304,0.0,True,False,False,True
False,TRAPPIST-1e,0.3037974683544304,0.12343805783648698,False,True,False,False
True,TRAPPIST-1e,0.5189873417721519,0.0,False,True,False,False
False,TRAPPIST-1e,0.25316455696202533,0.0,False,True,False,False
False,TRAPPIST-1e,0.27848101265822783,0.00026776151374509105,True,True,False,False
False,55 Cancri e,0.7974683544303798,0.00785433773652267,False,False,True,False
False,55 Cancri e,0.22784810126582278,0.22902534808996788,False,False,True,False
True,55 Cancri e,0.26582278481012656,0.0,True,False,True,False
False,TRAPPIST-1e,1.0,0.11509282399143164,False,False,True,False
True,TRAPPIST-1e,0.7088607594936709,0.0,True,False,True,False
True,TRAPPIST-1e,0.16455696202531644,0.0,True,False,True,False
False,TRAPPIST-1e,0.4177215189873418,0.0523473759371653,False,False,True,False
True,TRAPPIST-1e,0.4050632911392405,0.0,True,False,True,False
False,TRAPPIST-1e,0.3924050632911392,0.0,True,True,False,False
True,55 Cancri e,0.3291139240506329,0.0,True,False,True,False
True,55 Cancri e,0.22784810126582278,0.0,True,False,True,False
True,55 Cancri e,0.4810126582278481,0.0,True,False,True,False
False,TRAPPIST-1e,0.2911392405063291,0.0001785076758300607,False,True,False,False
False,TRAPPIST-1e,0.35443037974683544,0.16480721171010354,False,True,False,False
True,PSO J318.5-22,0.43037974683544306,0.0,False,True,False,False
False,55 Cancri e,0.0,0.0,True,True,False,False
False,TRAPPIST-1e,0.17721518987341772,0.0011156729739378794,True,True,False,False
False,TRAPPIST-1e,0.2911392405063291,0.0,False,True,False,False
True,TRAPPIST-1e,0.620253164556962,0.0,False,True,False,False
True,TRAPPIST-1e,0.17721518987341772,0.0,False,True,False,False
False,TRAPPIST-1e,0.22784810126582278,0.0,False,True,False,False
False,PSO J318.5-22,0.34177215189873417,0.0,True,False,True,False
False,TRAPPIST-1e,0.6075949367088608,0.06729739378793288,False,True,False,False
False,55 Cancri e,0.3924050632911392,0.3640217779364513,False,False,True,False
False,55 Cancri e,0.7721518987341772,0.1711442342020707,False,False,True,False
True,TRAPPIST-1e,0.22784810126582278,0.0,True,True,False,False
True,TRAPPIST-1e,0.569620253164557,0.0,True,False,False,True
False,TRAPPIST-1e,0.27848101265822783,0.2682524098536237,False,False,False,True
False,TRAPPIST-1e,0.37974683544303794,0.0,False,False,False,True
False,TRAPPIST-1e,0.37974683544303794,0.0005801499464476973,False,False,False,True
True,55 Cancri e,0.4050632911392405,0.0,True,True,False,False
False,TRAPPIST-1e,0.5443037974683544,0.0,True,False,False,True
False,55 Cancri e,0.21518987341772153,0.013834344876829704,False,True,False,False
False,TRAPPIST-1e,0.2911392405063291,0.0,False,True,False,False
False,TRAPPIST-1e,0.25316455696202533,0.00022313459478757588,False,True,False,False
True,TRAPPIST-1e,0.49367088607594933,0.0,False,True,False,False
False,TRAPPIST-1e,0.4430379746835443,0.0,False,False,False,True
False,TRAPPIST-1e,0.3924050632911392,8.925383791503035e-05,False,False,False,True
False,55 Cancri e,0.26582278481012656,0.025303463048911106,False,True,False,False
False,TRAPPIST-1e,0.20253164556962025,0.006247768654052125,False,True,False,False
False,TRAPPIST-1e,0.7594936708860759,0.06859157443770082,True,False,True,False
False,TRAPPIST-1e,0.22784810126582278,0.01570867547304534,False,True,False,False
True,TRAPPIST-1e,0.5316455696202531,0.0,False,True,False,False
True,55 Cancri e,0.8607594936708861,0.0,True,False,True,False
False,55 Cancri e,0.27848101265822783,0.24397536594073546,False,False,True,False
True,TRAPPIST-1e,0.7468354430379747,0.0,True,False,True,False
False,TRAPPIST-1e,0.34177215189873417,0.0005801499464476973,True,False,True,False
False,TRAPPIST-1e,0.46835443037974683,0.001517315244555516,False,False,False,True
True,TRAPPIST-1e,0.0379746835443038,0.0,True,False,False,True
True,TRAPPIST-1e,0.3924050632911392,0.0,True,False,False,True
False,TRAPPIST-1e,0.3924050632911392,0.02508032845412353,True,False,True,False
False,TRAPPIST-1e,0.3670886075949367,0.03190824705462335,True,False,True,False
False,55 Cancri e,0.25316455696202533,8.925383791503035e-05,True,False,True,False
True,55 Cancri e,0.5822784810126582,0.0,True,False,True,False
False,TRAPPIST-1e,0.3670886075949367,0.0007140307033202428,True,True,False,False
True,TRAPPIST-1e,0.5443037974683544,0.0,True,False,False,True
False,TRAPPIST-1e,0.21518987341772153,0.0,False,False,False,True
False,55 Cancri e,0.34177215189873417,0.0,True,False,True,False
False,TRAPPIST-1e,0.5949367088607594,0.13218493395215994,False,False,True,False
True,TRAPPIST-1e,0.569620253164557,0.0,True,False,False,True
True,TRAPPIST-1e,0.21518987341772153,0.0,True,True,False,False
